Name,Slide #,Strip #,Slice #,Position #,Objective Score,Subjective Score
Slide02_Strip00_Slice12_Position09.tif,2,0,12,9,"78,3728503766",3
Slide02_Strip00_Slice12_Position10.tif,2,0,12,10,"64,0162188208",2
Slide02_Strip00_Slice12_Position11.tif,2,0,12,11,"76,0186406331",3
Slide02_Strip00_Slice12_Position12.tif,2,0,12,12,"69,1867714887",3
Slide02_Strip00_Slice12_Position13.tif,2,0,12,13,"60,9799735396",2
Slide02_Strip00_Slice12_Position14.tif,2,0,12,14,"66,9519886217",3
Slide02_Strip00_Slice12_Position15.tif,2,0,12,15,"66,2291535124",3
Slide02_Strip00_Slice12_Position16.tif,2,0,12,16,"77,4525719109",5
Slide02_Strip00_Slice12_Position17.tif,2,0,12,17,"72,645921989",4
Slide02_Strip00_Slice12_Position18.tif,2,0,12,18,"73,8851013595",5
Slide02_Strip00_Slice12_Position19.tif,2,0,12,19,"55,3283574024",2
Slide02_Strip00_Slice12_Position20.tif,2,0,12,20,"73,4424770516",3
Slide02_Strip00_Slice12_Position21.tif,2,0,12,21,"71,7582154356",4
Slide02_Strip00_Slice12_Position22.tif,2,0,12,22,"76,8582981479",3
Slide02_Strip00_Slice12_Position23.tif,2,0,12,23,"72,0250203457",3
Slide02_Strip00_Slice12_Position24.tif,2,0,12,24,"72,0193102218",2
Slide02_Strip00_Slice12_Position25.tif,2,0,12,25,"44,5493474739",3
Slide02_Strip00_Slice12_Position26.tif,2,0,12,26,"66,2482510219",4
Slide02_Strip00_Slice12_Position27.tif,2,0,12,27,"69,8297471205",3
Slide02_Strip00_Slice12_Position28.tif,2,0,12,28,"71,3591837225",4
Slide02_Strip00_Slice12_Position29.tif,2,0,12,29,"67,23268298",3
Slide02_Strip00_Slice12_Position30.tif,2,0,12,30,"79,5304795445",3
Slide02_Strip00_Slice13_Position01.tif,2,0,13,1,"84,9621576038",4
Slide02_Strip00_Slice13_Position02.tif,2,0,13,2,"76,1948051566",3
Slide02_Strip00_Slice13_Position03.tif,2,0,13,3,"63,6155460697",3
Slide02_Strip00_Slice13_Position04.tif,2,0,13,4,"78,4837006357",6
Slide02_Strip00_Slice13_Position05.tif,2,0,13,5,"81,1598111158",5
Slide02_Strip00_Slice13_Position06.tif,2,0,13,6,"82,7166849421",4
Slide02_Strip00_Slice13_Position07.tif,2,0,13,7,"79,1626368278",4
Slide02_Strip00_Slice13_Position08.tif,2,0,13,8,"74,1795622107",4
Slide02_Strip00_Slice13_Position09.tif,2,0,13,9,"77,6334347488",4
Slide02_Strip00_Slice13_Position10.tif,2,0,13,10,"79,3413201114",3
Slide02_Strip00_Slice13_Position11.tif,2,0,13,11,"81,4322656349",4
Slide02_Strip00_Slice13_Position12.tif,2,0,13,12,"83,8306526376",4
Slide02_Strip00_Slice13_Position13.tif,2,0,13,13,"77,5514827534",3
Slide02_Strip00_Slice13_Position14.tif,2,0,13,14,"80,0251085671",4
Slide02_Strip00_Slice13_Position15.tif,2,0,13,15,"76,1099730744",4
Slide02_Strip00_Slice13_Position16.tif,2,0,13,16,"84,0968909837",6
Slide02_Strip00_Slice13_Position17.tif,2,0,13,17,"83,3324633704",5
Slide02_Strip00_Slice13_Position18.tif,2,0,13,18,"79,445029672",6
Slide02_Strip00_Slice13_Position19.tif,2,0,13,19,"73,9876730704",3
Slide02_Strip00_Slice13_Position20.tif,2,0,13,20,"81,0383639745",4
Slide02_Strip00_Slice13_Position21.tif,2,0,13,21,"79,2662165825",5
Slide02_Strip00_Slice13_Position22.tif,2,0,13,22,"83,007060652",4
Slide02_Strip00_Slice13_Position23.tif,2,0,13,23,"75,5804695122",4
Slide02_Strip00_Slice13_Position24.tif,2,0,13,24,"75,579360298",3
Slide02_Strip00_Slice13_Position25.tif,2,0,13,25,"62,9660326835",4
Slide02_Strip00_Slice13_Position26.tif,2,0,13,26,"79,4773403497",5
Slide02_Strip00_Slice13_Position27.tif,2,0,13,27,"84,3846821117",4
Slide02_Strip00_Slice13_Position28.tif,2,0,13,28,"77,2129312926",5
Slide02_Strip00_Slice13_Position29.tif,2,0,13,29,"80,1421136943",4
Slide02_Strip00_Slice13_Position30.tif,2,0,13,30,"80,154060709",4
Slide02_Strip00_Slice14_Position01.tif,2,0,14,1,"86,3599206617",5
Slide02_Strip00_Slice14_Position02.tif,2,0,14,2,"84,0132222484",4
Slide02_Strip00_Slice14_Position03.tif,2,0,14,3,"73,1351819769",4
Slide02_Strip00_Slice14_Position04.tif,2,0,14,4,"85,6374967819",7
Slide02_Strip00_Slice14_Position05.tif,2,0,14,5,"79,0305863411",6
Slide02_Strip00_Slice14_Position06.tif,2,0,14,6,"84,5579309077",5
Slide02_Strip00_Slice14_Position07.tif,2,0,14,7,"79,2145253105",5
Slide02_Strip00_Slice14_Position08.tif,2,0,14,8,"80,9431514901",5
Slide02_Strip00_Slice14_Position09.tif,2,0,14,9,"89,1602020804",5
Slide02_Strip00_Slice14_Position10.tif,2,0,14,10,"89,4203534853",4
Slide02_Strip00_Slice14_Position11.tif,2,0,14,11,"85,3786389082",5
Slide02_Strip00_Slice14_Position12.tif,2,0,14,12,"82,2784168869",5
Slide02_Strip00_Slice14_Position13.tif,2,0,14,13,"83,248193644",4
Slide02_Strip00_Slice14_Position14.tif,2,0,14,14,"82,5675375173",5
Slide02_Strip00_Slice14_Position15.tif,2,0,14,15,"80,3266658222",5
Slide02_Strip00_Slice14_Position16.tif,2,0,14,16,"86,1944821193",7
Slide02_Strip00_Slice14_Position17.tif,2,0,14,17,"93,7415148137",6
Slide02_Strip00_Slice14_Position18.tif,2,0,14,18,"76,3009408957",7
Slide02_Strip00_Slice14_Position19.tif,2,0,14,19,"76,3559556871",4
Slide02_Strip00_Slice14_Position20.tif,2,0,14,20,"80,2211446656",5
Slide02_Strip00_Slice14_Position21.tif,2,0,14,21,"80,6201278293",6
Slide02_Strip00_Slice14_Position22.tif,2,0,14,22,"87,0322495167",5
Slide02_Strip00_Slice14_Position23.tif,2,0,14,23,"84,9643678939",5
Slide02_Strip00_Slice14_Position24.tif,2,0,14,24,"85,0039118446",4
Slide02_Strip00_Slice14_Position25.tif,2,0,14,25,"72,5893822031",5
Slide02_Strip00_Slice14_Position26.tif,2,0,14,26,"84,8856988235",6
Slide02_Strip00_Slice14_Position27.tif,2,0,14,27,"84,7898561279",5
Slide02_Strip00_Slice14_Position28.tif,2,0,14,28,"79,9759310527",6
Slide02_Strip00_Slice14_Position29.tif,2,0,14,29,"82,7087669777",5
Slide02_Strip00_Slice14_Position30.tif,2,0,14,30,"79,7232014498",5
Slide02_Strip00_Slice15_Position01.tif,2,0,15,1,"89,3935490314",6
Slide02_Strip00_Slice15_Position02.tif,2,0,15,2,"87,6772936066",5
Slide02_Strip00_Slice15_Position03.tif,2,0,15,3,"73,9568699926",5
Slide02_Strip00_Slice15_Position04.tif,2,0,15,4,"87,8394041226",8
Slide02_Strip00_Slice15_Position05.tif,2,0,15,5,"86,9526875524",7
Slide02_Strip00_Slice15_Position06.tif,2,0,15,6,"89,4962199657",6
Slide02_Strip00_Slice15_Position07.tif,2,0,15,7,"88,2262596317",6
Slide02_Strip00_Slice15_Position08.tif,2,0,15,8,"84,2763189042",6
Slide02_Strip00_Slice15_Position09.tif,2,0,15,9,"90,7380014524",6
Slide02_Strip00_Slice15_Position10.tif,2,0,15,10,"90,6060909891",5
Slide02_Strip00_Slice15_Position11.tif,2,0,15,11,"84,6018503675",6
Slide02_Strip00_Slice15_Position12.tif,2,0,15,12,"86,9575120338",6
Slide02_Strip00_Slice15_Position13.tif,2,0,15,13,"81,8075837578",5
Slide02_Strip00_Slice15_Position14.tif,2,0,15,14,"86,455511055",6
Slide02_Strip00_Slice15_Position15.tif,2,0,15,15,"90,0616445256",6
Slide02_Strip00_Slice15_Position16.tif,2,0,15,16,"86,3021768316",8
Slide02_Strip00_Slice15_Position17.tif,2,0,15,17,"91,4456147992",7
Slide02_Strip00_Slice15_Position18.tif,2,0,15,18,"84,3472128411",8
Slide02_Strip00_Slice15_Position19.tif,2,0,15,19,"82,6702636472",5
Slide02_Strip00_Slice15_Position20.tif,2,0,15,20,"85,9100477248",6
Slide02_Strip00_Slice15_Position21.tif,2,0,15,21,"87,0838756506",7
Slide02_Strip00_Slice15_Position22.tif,2,0,15,22,"84,2885437147",6
Slide02_Strip00_Slice15_Position23.tif,2,0,15,23,"84,4633467709",6
Slide02_Strip00_Slice15_Position24.tif,2,0,15,24,"84,5260809648",5
Slide02_Strip00_Slice15_Position25.tif,2,0,15,25,"74,072842526",6
Slide02_Strip00_Slice15_Position26.tif,2,0,15,26,"83,4651561078",7
Slide02_Strip00_Slice15_Position27.tif,2,0,15,27,"87,42599206",6
Slide02_Strip00_Slice15_Position28.tif,2,0,15,28,"81,2362498995",7
Slide02_Strip00_Slice15_Position29.tif,2,0,15,29,"81,7410909012",6
Slide02_Strip00_Slice15_Position30.tif,2,0,15,30,"93,2723229486",6
Slide02_Strip00_Slice16_Position01.tif,2,0,16,1,"90,4296806501",7
Slide02_Strip00_Slice16_Position02.tif,2,0,16,2,"84,0499247879",6
Slide02_Strip00_Slice16_Position03.tif,2,0,16,3,"84,4304631677",6
Slide02_Strip00_Slice16_Position04.tif,2,0,16,4,"89,1820152645",9
Slide02_Strip00_Slice16_Position05.tif,2,0,16,5,"89,2508214244",8
Slide02_Strip00_Slice16_Position06.tif,2,0,16,6,"85,4103186362",7
Slide02_Strip00_Slice16_Position07.tif,2,0,16,7,"85,8433048505",7
Slide02_Strip00_Slice16_Position08.tif,2,0,16,8,"82,5636290879",7
Slide02_Strip00_Slice16_Position09.tif,2,0,16,9,"94,4543211823",7
Slide02_Strip00_Slice16_Position10.tif,2,0,16,10,"87,9640772698",6
Slide02_Strip00_Slice16_Position11.tif,2,0,16,11,"96,5090030964",7
Slide02_Strip00_Slice16_Position12.tif,2,0,16,12,"88,547507777",7
Slide02_Strip00_Slice16_Position13.tif,2,0,16,13,"86,4908283646",6
Slide02_Strip00_Slice16_Position14.tif,2,0,16,14,"87,1386122266",7
Slide02_Strip00_Slice16_Position15.tif,2,0,16,15,"90,7105518081",7
Slide02_Strip00_Slice16_Position16.tif,2,0,16,16,"86,8970770436",9
Slide02_Strip00_Slice16_Position17.tif,2,0,16,17,"89,175138612",8
Slide02_Strip00_Slice16_Position18.tif,2,0,16,18,"85,8437533307",9
Slide02_Strip00_Slice16_Position19.tif,2,0,16,19,"93,2209367623",6
Slide02_Strip00_Slice16_Position20.tif,2,0,16,20,"88,1824255845",7
Slide02_Strip00_Slice16_Position21.tif,2,0,16,21,"88,620071292",8
Slide02_Strip00_Slice16_Position22.tif,2,0,16,22,"89,3290181403",7
Slide02_Strip00_Slice16_Position23.tif,2,0,16,23,"90,8348388607",7
Slide02_Strip00_Slice16_Position24.tif,2,0,16,24,"89,7189368704",6
Slide02_Strip00_Slice16_Position25.tif,2,0,16,25,"84,3406429401",7
Slide02_Strip00_Slice16_Position26.tif,2,0,16,26,"85,2222384466",8
Slide02_Strip00_Slice16_Position27.tif,2,0,16,27,"84,9259441941",7
Slide02_Strip00_Slice16_Position28.tif,2,0,16,28,"86,296164229",8
Slide02_Strip00_Slice16_Position29.tif,2,0,16,29,"91,35566317",7
Slide02_Strip00_Slice16_Position30.tif,2,0,16,30,"93,7378849821",7
Slide02_Strip01_Slice01_Position01.tif,2,1,1,1,"96,1779542321",-8
Slide02_Strip01_Slice01_Position02.tif,2,1,1,2,"98,0384814514",-8
Slide02_Strip01_Slice01_Position03.tif,2,1,1,3,"86,2964808193",-8
Slide02_Strip01_Slice01_Position04.tif,2,1,1,4,"81,8809104808",-7
Slide02_Strip01_Slice01_Position05.tif,2,1,1,5,"90,3484333466",-8
Slide02_Strip01_Slice01_Position06.tif,2,1,1,6,"89,8209398779",-8
Slide02_Strip01_Slice01_Position07.tif,2,1,1,7,"96,6595291528",-8
Slide02_Strip01_Slice01_Position08.tif,2,1,1,8,"91,6674482429",-8
Slide02_Strip01_Slice01_Position09.tif,2,1,1,9,"90,1887213033",-8
Slide02_Strip01_Slice01_Position10.tif,2,1,1,10,"79,1566456957",-8
Slide02_Strip01_Slice01_Position11.tif,2,1,1,11,"82,851199402",-8
Slide02_Strip01_Slice01_Position12.tif,2,1,1,12,"92,1986061237",-8
Slide02_Strip01_Slice01_Position13.tif,2,1,1,13,"81,4705070689",-8
Slide02_Strip01_Slice01_Position14.tif,2,1,1,14,"86,833274158",-7
Slide02_Strip01_Slice01_Position15.tif,2,1,1,15,"94,5302113833",-10
Slide02_Strip01_Slice01_Position16.tif,2,1,1,16,"91,3821003065",-10
Slide02_Strip01_Slice01_Position17.tif,2,1,1,17,"87,4891556344",-10
Slide02_Strip01_Slice01_Position18.tif,2,1,1,18,"88,194752332",-10
Slide02_Strip01_Slice01_Position19.tif,2,1,1,19,"90,4659112378",-8
Slide02_Strip01_Slice01_Position20.tif,2,1,1,20,"82,9724013642",-8
Slide02_Strip01_Slice01_Position21.tif,2,1,1,21,"96,2083708929",-10
Slide02_Strip01_Slice01_Position22.tif,2,1,1,22,"81,5422541874",-7
Slide02_Strip01_Slice01_Position23.tif,2,1,1,23,"81,3652493031",-10
Slide02_Strip01_Slice01_Position24.tif,2,1,1,24,"88,7335282941",-8
Slide02_Strip01_Slice01_Position25.tif,2,1,1,25,"88,3256228683",-10
Slide02_Strip01_Slice01_Position26.tif,2,1,1,26,"88,1413983317",-10
Slide02_Strip01_Slice01_Position27.tif,2,1,1,27,"85,5079010273",-10
Slide02_Strip01_Slice01_Position28.tif,2,1,1,28,"95,2419457374",-8
Slide02_Strip01_Slice01_Position29.tif,2,1,1,29,"91,1877378541",-8
Slide02_Strip01_Slice01_Position30.tif,2,1,1,30,"93,390117732",-8
Slide02_Strip01_Slice02_Position01.tif,2,1,2,1,"98,6167992746",-7
Slide02_Strip01_Slice02_Position02.tif,2,1,2,2,"94,2087077122",-7
Slide02_Strip01_Slice02_Position03.tif,2,1,2,3,"91,6826335416",-7
Slide02_Strip01_Slice02_Position04.tif,2,1,2,4,"77,3018044475",-6
Slide02_Strip01_Slice02_Position05.tif,2,1,2,5,"91,9536997959",-7
Slide02_Strip01_Slice02_Position06.tif,2,1,2,6,"94,502408169",-7
Slide02_Strip01_Slice02_Position07.tif,2,1,2,7,"95,2274579593",-7
Slide02_Strip01_Slice02_Position08.tif,2,1,2,8,"95,7043284152",-7
Slide02_Strip01_Slice02_Position09.tif,2,1,2,9,"92,3606533436",-7
Slide02_Strip01_Slice02_Position10.tif,2,1,2,10,"80,2469093281",-7
Slide02_Strip01_Slice02_Position11.tif,2,1,2,11,"76,2529876406",-7
Slide02_Strip01_Slice02_Position12.tif,2,1,2,12,"82,0362951584",-7
Slide02_Strip01_Slice02_Position13.tif,2,1,2,13,"76,9275711824",-7
Slide02_Strip01_Slice02_Position14.tif,2,1,2,14,"83,8358865628",-6
Slide02_Strip01_Slice02_Position15.tif,2,1,2,15,"98,6870697911",-9
Slide02_Strip01_Slice02_Position16.tif,2,1,2,16,"94,193050005",-9
Slide02_Strip01_Slice02_Position17.tif,2,1,2,17,"88,4541554492",-9
Slide02_Strip01_Slice02_Position18.tif,2,1,2,18,"92,3464235107",-9
Slide02_Strip01_Slice02_Position19.tif,2,1,2,19,"95,6041429166",-7
Slide02_Strip01_Slice02_Position20.tif,2,1,2,20,"78,4337710514",-7
Slide02_Strip01_Slice02_Position21.tif,2,1,2,21,"92,8182815672",-9
Slide02_Strip01_Slice02_Position22.tif,2,1,2,22,"81,2211222009",-6
Slide02_Strip01_Slice02_Position23.tif,2,1,2,23,"81,6154439527",-9
Slide02_Strip01_Slice02_Position24.tif,2,1,2,24,"89,1183646978",-7
Slide02_Strip01_Slice02_Position25.tif,2,1,2,25,"96,1653135891",-9
Slide02_Strip01_Slice02_Position26.tif,2,1,2,26,"93,696690337",-9
Slide02_Strip01_Slice02_Position27.tif,2,1,2,27,"78,0295650191",-9
Slide02_Strip01_Slice02_Position28.tif,2,1,2,28,"93,3776983667",-7
Slide02_Strip01_Slice02_Position29.tif,2,1,2,29,"86,5085994129",-7
Slide02_Strip01_Slice02_Position30.tif,2,1,2,30,"90,4053351719",-7
Slide02_Strip01_Slice03_Position01.tif,2,1,3,1,"89,6937236671",-6
Slide02_Strip01_Slice03_Position02.tif,2,1,3,2,"95,3130194223",-6
Slide02_Strip01_Slice03_Position03.tif,2,1,3,3,"91,3240967125",-6
Slide02_Strip01_Slice03_Position04.tif,2,1,3,4,"78,199923149",-5
Slide02_Strip01_Slice03_Position05.tif,2,1,3,5,"89,1757768222",-6
Slide02_Strip01_Slice03_Position06.tif,2,1,3,6,"93,7914811009",-6
Slide02_Strip01_Slice03_Position07.tif,2,1,3,7,"97,1384954959",-6
Slide02_Strip01_Slice03_Position08.tif,2,1,3,8,"91,2973592595",-6
Slide02_Strip01_Slice03_Position09.tif,2,1,3,9,"79,9520900474",-6
Slide02_Strip01_Slice03_Position10.tif,2,1,3,10,"78,1882962462",-6
Slide02_Strip01_Slice03_Position11.tif,2,1,3,11,"63,7498287788",-6
Slide02_Strip01_Slice03_Position12.tif,2,1,3,12,"82,5726742606",-6
Slide02_Strip01_Slice03_Position13.tif,2,1,3,13,"77,5907903401",-6
Slide02_Strip01_Slice03_Position14.tif,2,1,3,14,"78,8950008442",-5
Slide02_Strip01_Slice03_Position15.tif,2,1,3,15,"89,8445596283",-8
Slide02_Strip01_Slice03_Position16.tif,2,1,3,16,"88,2497275939",-8
Slide02_Strip01_Slice03_Position17.tif,2,1,3,17,"84,7861653807",-8
Slide02_Strip01_Slice03_Position18.tif,2,1,3,18,"92,0883165824",-8
Slide02_Strip01_Slice03_Position19.tif,2,1,3,19,"91,1370212846",-6
Slide02_Strip01_Slice03_Position20.tif,2,1,3,20,"75,0460015572",-6
Slide02_Strip01_Slice03_Position21.tif,2,1,3,21,"96,0021352939",-8
Slide02_Strip01_Slice03_Position22.tif,2,1,3,22,"73,3640661566",-5
Slide02_Strip01_Slice03_Position23.tif,2,1,3,23,"77,8263127801",-8
Slide02_Strip01_Slice03_Position24.tif,2,1,3,24,"93,6562946382",-6
Slide02_Strip01_Slice03_Position25.tif,2,1,3,25,"92,2555839255",-8
Slide02_Strip01_Slice03_Position26.tif,2,1,3,26,"94,9653077794",-8
Slide02_Strip01_Slice03_Position27.tif,2,1,3,27,"78,1204591899",-8
Slide02_Strip01_Slice03_Position28.tif,2,1,3,28,"86,0381074145",-6
Slide02_Strip01_Slice03_Position29.tif,2,1,3,29,"84,383374744",-6
Slide02_Strip01_Slice03_Position30.tif,2,1,3,30,"87,8480980642",-6
Slide02_Strip01_Slice04_Position01.tif,2,1,4,1,"89,7834083693",-5
Slide02_Strip01_Slice04_Position02.tif,2,1,4,2,"90,5430050604",-5
Slide02_Strip01_Slice04_Position03.tif,2,1,4,3,"93,9092332741",-5
Slide02_Strip01_Slice04_Position04.tif,2,1,4,4,"64,8132614468",-4
Slide02_Strip01_Slice04_Position05.tif,2,1,4,5,"77,5553770323",-5
Slide02_Strip01_Slice04_Position06.tif,2,1,4,6,"87,6736869736",-5
Slide02_Strip01_Slice04_Position07.tif,2,1,4,7,"90,4935464956",-5
Slide02_Strip01_Slice04_Position08.tif,2,1,4,8,"91,4388435298",-5
Slide02_Strip01_Slice04_Position09.tif,2,1,4,9,"73,7671899065",-5
Slide02_Strip01_Slice04_Position10.tif,2,1,4,10,"68,790001188",-5
Slide02_Strip01_Slice04_Position11.tif,2,1,4,11,"47,5271925353",-5
Slide02_Strip01_Slice04_Position12.tif,2,1,4,12,"59,1985066935",-5
Slide02_Strip01_Slice04_Position13.tif,2,1,4,13,"64,2537162653",-5
Slide02_Strip01_Slice04_Position14.tif,2,1,4,14,"71,5858791991",-4
Slide02_Strip01_Slice04_Position15.tif,2,1,4,15,"90,5768821879",-7
Slide02_Strip01_Slice04_Position16.tif,2,1,4,16,"87,639208403",-7
Slide02_Strip01_Slice04_Position17.tif,2,1,4,17,"90,0106039823",-7
Slide02_Strip01_Slice04_Position18.tif,2,1,4,18,"90,9469003133",-7
Slide02_Strip01_Slice04_Position19.tif,2,1,4,19,"88,3036303602",-5
Slide02_Strip01_Slice04_Position20.tif,2,1,4,20,"69,1713565344",-5
Slide02_Strip01_Slice04_Position21.tif,2,1,4,21,"85,7725220627",-7
Slide02_Strip01_Slice04_Position22.tif,2,1,4,22,"68,5768155705",-4
Slide02_Strip01_Slice04_Position23.tif,2,1,4,23,"76,2885138794",-7
Slide02_Strip01_Slice04_Position24.tif,2,1,4,24,"79,7248500811",-5
Slide02_Strip01_Slice04_Position25.tif,2,1,4,25,"91,0088230923",-7
Slide02_Strip01_Slice04_Position26.tif,2,1,4,26,"88,9371738799",-7
Slide02_Strip01_Slice04_Position27.tif,2,1,4,27,"70,5197220323",-7
Slide02_Strip01_Slice04_Position28.tif,2,1,4,28,"85,0930627402",-5
Slide02_Strip01_Slice04_Position29.tif,2,1,4,29,"78,8052152759",-5
Slide02_Strip01_Slice04_Position30.tif,2,1,4,30,"72,071001238",-5
Slide02_Strip01_Slice05_Position01.tif,2,1,5,1,"84,3023754003",-4
Slide02_Strip01_Slice05_Position02.tif,2,1,5,2,"81,0629458869",-4
Slide02_Strip01_Slice05_Position03.tif,2,1,5,3,"86,9462498388",-4
Slide02_Strip01_Slice05_Position04.tif,2,1,5,4,"49,2041167856",-3
Slide02_Strip01_Slice05_Position05.tif,2,1,5,5,"68,2892670157",-4
Slide02_Strip01_Slice05_Position06.tif,2,1,5,6,"81,2150912732",-4
Slide02_Strip01_Slice05_Position07.tif,2,1,5,7,"93,6247578799",-4
Slide02_Strip01_Slice05_Position08.tif,2,1,5,8,"69,5894740834",-4
Slide02_Strip01_Slice05_Position09.tif,2,1,5,9,"57,5658781159",-4
Slide02_Strip01_Slice05_Position10.tif,2,1,5,10,"54,8528678186",-4
Slide02_Strip01_Slice05_Position11.tif,2,1,5,11,"43,9758662785",-4
Slide02_Strip01_Slice05_Position12.tif,2,1,5,12,"49,5462367764",-4
Slide02_Strip01_Slice05_Position13.tif,2,1,5,13,"48,5818307453",-4
Slide02_Strip01_Slice05_Position14.tif,2,1,5,14,"60,3896796077",-3
Slide02_Strip01_Slice05_Position15.tif,2,1,5,15,"84,579482307",-6
Slide02_Strip01_Slice05_Position16.tif,2,1,5,16,"85,9595580624",-6
Slide02_Strip01_Slice05_Position17.tif,2,1,5,17,"85,1834387913",-6
Slide02_Strip01_Slice05_Position18.tif,2,1,5,18,"92,5403079911",-6
Slide02_Strip01_Slice05_Position19.tif,2,1,5,19,"83,6806912847",-4
Slide02_Strip01_Slice05_Position20.tif,2,1,5,20,"58,4252758994",-4
Slide02_Strip01_Slice05_Position21.tif,2,1,5,21,"87,7553756665",-6
Slide02_Strip01_Slice05_Position22.tif,2,1,5,22,"57,6461356997",-3
Slide02_Strip01_Slice05_Position23.tif,2,1,5,23,"70,5824064229",-6
Slide02_Strip01_Slice05_Position24.tif,2,1,5,24,"80,8484764755",-4
Slide02_Strip01_Slice05_Position25.tif,2,1,5,25,"92,4270529165",-6
Slide02_Strip01_Slice05_Position26.tif,2,1,5,26,"90,0535479661",-6
Slide02_Strip01_Slice05_Position27.tif,2,1,5,27,"63,0933932191",-6
Slide02_Strip01_Slice05_Position28.tif,2,1,5,28,"69,6408581279",-4
Slide02_Strip01_Slice05_Position29.tif,2,1,5,29,"67,4589964228",-4
Slide02_Strip01_Slice05_Position30.tif,2,1,5,30,"57,4698676442",-4
Slide02_Strip01_Slice06_Position01.tif,2,1,6,1,"75,0268692294",-3
Slide02_Strip01_Slice06_Position02.tif,2,1,6,2,"72,0078847075",-3
Slide02_Strip01_Slice06_Position03.tif,2,1,6,3,"73,661731207",-3
Slide02_Strip01_Slice06_Position04.tif,2,1,6,4,"37,846380991",-2
Slide02_Strip01_Slice06_Position05.tif,2,1,6,5,"51,8357109278",-3
Slide02_Strip01_Slice06_Position06.tif,2,1,6,6,"67,0523503406",-3
Slide02_Strip01_Slice06_Position07.tif,2,1,6,7,"82,8577894097",-3
Slide02_Strip01_Slice06_Position08.tif,2,1,6,8,"61,0033672955",-3
Slide02_Strip01_Slice06_Position09.tif,2,1,6,9,"46,3295731683",-3
Slide02_Strip01_Slice06_Position10.tif,2,1,6,10,"44,5903170177",-3
Slide02_Strip01_Slice06_Position11.tif,2,1,6,11,"37,464945168",-3
Slide02_Strip01_Slice06_Position12.tif,2,1,6,12,"37,9613641613",-3
Slide02_Strip01_Slice06_Position13.tif,2,1,6,13,"36,8314976951",-3
Slide02_Strip01_Slice06_Position14.tif,2,1,6,14,"41,3839080121",-2
Slide02_Strip01_Slice06_Position15.tif,2,1,6,15,"75,402416246",-5
Slide02_Strip01_Slice06_Position16.tif,2,1,6,16,"76,6496893437",-5
Slide02_Strip01_Slice06_Position17.tif,2,1,6,17,"70,7425989778",-5
Slide02_Strip01_Slice06_Position18.tif,2,1,6,18,"82,1107343939",-5
Slide02_Strip01_Slice06_Position19.tif,2,1,6,19,"67,1489317381",-3
Slide02_Strip01_Slice06_Position20.tif,2,1,6,20,"48,2156256259",-3
Slide02_Strip01_Slice06_Position21.tif,2,1,6,21,"84,1488921383",-5
Slide02_Strip01_Slice06_Position22.tif,2,1,6,22,"46,9757316628",-2
Slide02_Strip01_Slice06_Position23.tif,2,1,6,23,"57,8789823408",-5
Slide02_Strip01_Slice06_Position24.tif,2,1,6,24,"65,0360498237",-3
Slide02_Strip01_Slice06_Position25.tif,2,1,6,25,"81,541251106",-5
Slide02_Strip01_Slice06_Position26.tif,2,1,6,26,"78,2808252896",-5
Slide02_Strip01_Slice06_Position27.tif,2,1,6,27,"50,6131011975",-5
Slide02_Strip01_Slice06_Position28.tif,2,1,6,28,"42,2232412243",-3
Slide02_Strip01_Slice06_Position29.tif,2,1,6,29,"52,6273913178",-3
Slide02_Strip01_Slice06_Position30.tif,2,1,6,30,"40,1530830548",-3
Slide02_Strip01_Slice07_Position01.tif,2,1,7,1,"67,2296359302",-2
Slide02_Strip01_Slice07_Position02.tif,2,1,7,2,"59,6444972803",-2
Slide02_Strip01_Slice07_Position03.tif,2,1,7,3,"55,9996996691",-2
Slide02_Strip01_Slice07_Position04.tif,2,1,7,4,"44,914893659",-1
Slide02_Strip01_Slice07_Position05.tif,2,1,7,5,"47,5051424185",-2
Slide02_Strip01_Slice07_Position06.tif,2,1,7,6,"58,2112717074",-2
Slide02_Strip01_Slice07_Position07.tif,2,1,7,7,"66,7716109658",-2
Slide02_Strip01_Slice07_Position08.tif,2,1,7,8,"51,5500647068",-2
Slide02_Strip01_Slice07_Position09.tif,2,1,7,9,"47,1997717725",-2
Slide02_Strip01_Slice07_Position10.tif,2,1,7,10,"41,4541115925",-2
Slide02_Strip01_Slice07_Position11.tif,2,1,7,11,"34,1573808754",-2
Slide02_Strip01_Slice07_Position12.tif,2,1,7,12,"37,7796019338",-2
Slide02_Strip01_Slice07_Position13.tif,2,1,7,13,"43,4778965783",-2
Slide02_Strip01_Slice07_Position14.tif,2,1,7,14,"40,576790949",-1
Slide02_Strip01_Slice07_Position15.tif,2,1,7,15,"62,019349935",-4
Slide02_Strip01_Slice07_Position16.tif,2,1,7,16,"70,8013435271",-4
Slide02_Strip01_Slice07_Position17.tif,2,1,7,17,"58,3588776286",-4
Slide02_Strip01_Slice07_Position18.tif,2,1,7,18,"71,5375929928",-4
Slide02_Strip01_Slice07_Position19.tif,2,1,7,19,"57,3705714081",-2
Slide02_Strip01_Slice07_Position20.tif,2,1,7,20,"47,5625024524",-2
Slide02_Strip01_Slice07_Position21.tif,2,1,7,21,"68,3501532869",-4
Slide02_Strip01_Slice07_Position22.tif,2,1,7,22,"44,5906466498",-1
